bar_code,Family,Genus,species,X,Y,value,variable_id
P258584,Sapotaceae,Micropholis,guyanensis,7,44,8.812528530477687,11
P738380,Sapotaceae,Micropholis,guyanensis,74,31.5,29.140554675207305,1
P738380,Sapotaceae,Micropholis,guyanensis,74,31.5,270.4573474719873,2
P738380,Sapotaceae,Micropholis,guyanensis,74,31.5,1.750939951439003,3
P738380,Sapotaceae,Micropholis,guyanensis,74,31.5,0.020574546762858116,5
P738380,Sapotaceae,Micropholis,guyanensis,74,31.5,25.033821413040897,6
P738380,Sapotaceae,Micropholis,guyanensis,74,31.5,1.4385029252105603,7
P738380,Sapotaceae,Micropholis,guyanensis,74,31.5,-31.87386819410566,8
P738380,Sapotaceae,Micropholis,guyanensis,74,31.5,61.66024437427405,9
P738380,Sapotaceae,Micropholis,guyanensis,74,31.5,21.090696423518157,10
P738380,Sapotaceae,Micropholis,guyanensis,74,31.5,7.540869456707865,11
P750116,Sapotaceae,Micropholis,guyanensis,89,49,18.610160166006942,1
P750116,Sapotaceae,Micropholis,guyanensis,89,49,251.5272236370693,2
P750116,Sapotaceae,Micropholis,guyanensis,89,49,1.187905598385036,3
P750116,Sapotaceae,Micropholis,guyanensis,89,49,0.023038704852644542,5
P750116,Sapotaceae,Micropholis,guyanensis,89,49,23.950593406601453,6
P750116,Sapotaceae,Micropholis,guyanensis,89,49,0.44656251767151134,7
P750116,Sapotaceae,Micropholis,guyanensis,89,49,-32.07406335067494,8
P750116,Sapotaceae,Micropholis,guyanensis,89,49,59.075887271512684,9
P750116,Sapotaceae,Micropholis,guyanensis,89,49,29.12077140098516,10
P750116,Sapotaceae,Micropholis,guyanensis,89,49,8.892638762919084,11
P694212,Sapotaceae,Micropholis,guyanensis,96,61,39.917140760143695,1
P694212,Sapotaceae,Micropholis,guyanensis,96,61,265.57199631195874,2
P694212,Sapotaceae,Micropholis,guyanensis,96,61,1.655028608270912,3
P694212,Sapotaceae,Micropholis,guyanensis,96,61,0.021186551747983864,5
P694212,Sapotaceae,Micropholis,guyanensis,96,61,24.766111636365572,6
P694212,Sapotaceae,Micropholis,guyanensis,96,61,1.7232691563026656,7
P694212,Sapotaceae,Micropholis,guyanensis,96,61,-30.883487717425247,8
P694212,Sapotaceae,Micropholis,guyanensis,96,61,51.31434341163287,9
P694212,Sapotaceae,Micropholis,guyanensis,96,61,24.50731545636047,10
P694212,Sapotaceae,Micropholis,guyanensis,96,61,8.022376699229035,11
P206309,Sapotaceae,Micropholis,guyanensis,89,12,23.56054073667067,1
P206309,Sapotaceae,Micropholis,guyanensis,89,12,255.54808517438386,2
P206309,Sapotaceae,Micropholis,guyanensis,89,12,1.767261500596945,3
P206309,Sapotaceae,Micropholis,guyanensis,89,12,0.0196827911300419,5
P206309,Sapotaceae,Micropholis,guyanensis,89,12,27.01153243659206,6
P206309,Sapotaceae,Micropholis,guyanensis,89,12,0.5468726430830702,7
P206309,Sapotaceae,Micropholis,guyanensis,89,12,-32.173454955489994,8
P206309,Sapotaceae,Micropholis,guyanensis,89,12,73.93099906159411,9
P206309,Sapotaceae,Micropholis,guyanensis,89,12,45.28105296422027,10
P206309,Sapotaceae,Micropholis,guyanensis,89,12,9.61844579702824,11
P485108,Sapotaceae,Micropholis,guyanensis,92,98,14.718963061718691,1
P485108,Sapotaceae,Micropholis,guyanensis,92,98,257.09452733027183,2
P485108,Sapotaceae,Micropholis,guyanensis,92,98,1.7986624688228807,3
P485108,Sapotaceae,Micropholis,guyanensis,92,98,0.026136994460307372,5
P485108,Sapotaceae,Micropholis,guyanensis,92,98,20.374935093066576,6
P485108,Sapotaceae,Micropholis,guyanensis,92,98,2.1007283661098555,7
P485108,Sapotaceae,Micropholis,guyanensis,92,98,-32.339308535166715,8
P485108,Sapotaceae,Micropholis,guyanensis,92,98,63.886073472654104,9
P485108,Sapotaceae,Micropholis,guyanensis,92,98,39.10047383788137,10
P485108,Sapotaceae,Micropholis,guyanensis,92,98,8.097544203701323,11
P106531,Sapotaceae,Micropholis,guyanensis,37,19,14.90973862967418,1
P106531,Sapotaceae,Micropholis,guyanensis,37,19,243.75456087679274,2
P106531,Sapotaceae,Micropholis,guyanensis,37,19,1.091005046452749,3
P106531,Sapotaceae,Micropholis,guyanensis,37,19,0.018276971812925116,5
P106531,Sapotaceae,Micropholis,guyanensis,37,19,27.969002117250632,6
P106531,Sapotaceae,Micropholis,guyanensis,37,19,2.833814126096156,7
P106531,Sapotaceae,Micropholis,guyanensis,37,19,-33.34958054191403,8
P106531,Sapotaceae,Micropholis,guyanensis,37,19,57.67739908222887,9
P106531,Sapotaceae,Micropholis,guyanensis,37,19,34.40750065603515,10
P106531,Sapotaceae,Micropholis,guyanensis,37,19,10.050810583464253,11
P266822,Sapotaceae,Micropholis,guyanensis,69,59,10.820883001399972,1
P266822,Sapotaceae,Micropholis,guyanensis,69,59,241.10667767822022,2
P266822,Sapotaceae,Micropholis,guyanensis,69,59,1.4419614449326128,3
P266822,Sapotaceae,Micropholis,guyanensis,69,59,0.022201358662114357,5
P266822,Sapotaceae,Micropholis,guyanensis,69,59,24.390959787392894,6
P266822,Sapotaceae,Micropholis,guyanensis,69,59,1.9366811706006377,7
P266822,Sapotaceae,Micropholis,guyanensis,69,59,-34.24121734792991,8
P266822,Sapotaceae,Micropholis,guyanensis,69,59,58.76238792830973,9
P266822,Sapotaceae,Micropholis,guyanensis,69,59,53.28449669866598,10
P266822,Sapotaceae,Micropholis,guyanensis,69,59,10.505883154696289,11
P406214,Sapotaceae,Micropholis,guyanensis,45,46,9.906541968085982,1
P406214,Sapotaceae,Micropholis,guyanensis,45,46,244.86691428126574,2
P406214,Sapotaceae,Micropholis,guyanensis,45,46,1.4764811285671313,3
P406214,Sapotaceae,Micropholis,guyanensis,45,46,0.018874704402353067,5
P406214,Sapotaceae,Micropholis,guyanensis,45,46,26.37459857897415,6
P406214,Sapotaceae,Micropholis,guyanensis,45,46,2.7402687265912444,7
P406214,Sapotaceae,Micropholis,guyanensis,45,46,-33.05589284297217,8
P406214,Sapotaceae,Micropholis,guyanensis,45,46,50.9070808377801,9
P406214,Sapotaceae,Micropholis,guyanensis,45,46,64.26414976246731,10
P406214,Sapotaceae,Micropholis,guyanensis,45,46,10.094655827555874,11
P517777,Sapotaceae,Micropholis,guyanensis,74,72,20.54731139573842,1
P517777,Sapotaceae,Micropholis,guyanensis,74,72,273.2266584242502,2
P517777,Sapotaceae,Micropholis,guyanensis,74,72,1.5261164296791168,3
P517777,Sapotaceae,Micropholis,guyanensis,74,72,0.019109777857936557,5
P517777,Sapotaceae,Micropholis,guyanensis,74,72,26.84406040731283,6
P517777,Sapotaceae,Micropholis,guyanensis,74,72,1.205647836670757,7
P517777,Sapotaceae,Micropholis,guyanensis,74,72,-33.702839450084994,8
P517777,Sapotaceae,Micropholis,guyanensis,74,72,56.464977524346736,9
P517777,Sapotaceae,Micropholis,guyanensis,74,72,35.402593764501354,10
P517777,Sapotaceae,Micropholis,guyanensis,74,72,8.02594926688341,11
P956077,Sapotaceae,Micropholis,guyanensis,90,56,32.853860190530966,1
P956077,Sapotaceae,Micropholis,guyanensis,90,56,226.64474334369723,2
P956077,Sapotaceae,Micropholis,guyanensis,90,56,1.5811270644895257,3
P956077,Sapotaceae,Micropholis,guyanensis,90,56,0.019933701104163218,5
P956077,Sapotaceae,Micropholis,guyanensis,90,56,24.663675930387168,6
P956077,Sapotaceae,Micropholis,guyanensis,90,56,3.3433739631376294,7
P956077,Sapotaceae,Micropholis,guyanensis,90,56,-33.46887792840363,8
P956077,Sapotaceae,Micropholis,guyanensis,90,56,63.57554134619642,9
P956077,Sapotaceae,Micropholis,guyanensis,90,56,48.993356326621026,10
P956077,Sapotaceae,Micropholis,guyanensis,90,56,10.051328991682864,11
P549561,Sapotaceae,Micropholis,guyanensis,26,79,32.11091648845685,1
P549561,Sapotaceae,Micropholis,guyanensis,26,79,258.8189590193867,2
P549561,Sapotaceae,Micropholis,guyanensis,26,79,1.3621132226850334,3
P549561,Sapotaceae,Micropholis,guyanensis,26,79,0.025028699882392477,5
P549561,Sapotaceae,Micropholis,guyanensis,26,79,22.00413644847155,6
P549561,Sapotaceae,Micropholis,guyanensis,26,79,1.8951934467259066,7
P549561,Sapotaceae,Micropholis,guyanensis,26,79,-31.110600937655693,8
P549561,Sapotaceae,Micropholis,guyanensis,26,79,66.93129890787316,9
P549561,Sapotaceae,Micropholis,guyanensis,26,79,35.07887016370836,10
P549561,Sapotaceae,Micropholis,guyanensis,26,79,7.665654607944864,11
P375786,Sapotaceae,Micropholis,guyanensis,31,93,31.412858620776,1
P375786,Sapotaceae,Micropholis,guyanensis,31,93,252.87401852525022,2
P375786,Sapotaceae,Micropholis,guyanensis,31,93,1.225044481664862,3
P375786,Sapotaceae,Micropholis,guyanensis,31,93,0.019128336016213762,5
P375786,Sapotaceae,Micropholis,guyanensis,31,93,26.889974544546273,6
P375786,Sapotaceae,Micropholis,guyanensis,31,93,0.9369095970140371,7
P375786,Sapotaceae,Micropholis,guyanensis,31,93,-30.638963733313023,8
P375786,Sapotaceae,Micropholis,guyanensis,31,93,68.31871960143894,9
P375786,Sapotaceae,Micropholis,guyanensis,31,93,45.333135357247066,10
P375786,Sapotaceae,Micropholis,guyanensis,31,93,8.246665649134652,11
P489502,Sapotaceae,Micropholis,guyanensis,66,41,16.231539567188847,1
P489502,Sapotaceae,Micropholis,guyanensis,66,41,234.9096203303302,2
P489502,Sapotaceae,Micropholis,guyanensis,66,41,1.5127178699309847,3
P489502,Sapotaceae,Micropholis,guyanensis,66,41,0.01948156967389723,5
P489502,Sapotaceae,Micropholis,guyanensis,66,41,26.591609049430964,6
P489502,Sapotaceae,Micropholis,guyanensis,66,41,1.779814955518379,7
P489502,Sapotaceae,Micropholis,guyanensis,66,41,-32.62210987783664,8
P489502,Sapotaceae,Micropholis,guyanensis,66,41,87.51203649429625,9
P489502,Sapotaceae,Micropholis,guyanensis,66,41,59.49933110463451,10
P489502,Sapotaceae,Micropholis,guyanensis,66,41,9.03648288218019,11
P393852,Sapotaceae,Micropholis,guyanensis,95,64,31.96616062356651,1
P393852,Sapotaceae,Micropholis,guyanensis,95,64,224.2029814884593,2
P393852,Sapotaceae,Micropholis,guyanensis,95,64,1.7978603817231686,3
P393852,Sapotaceae,Micropholis,guyanensis,95,64,0.02280159913352979,5
P393852,Sapotaceae,Micropholis,guyanensis,95,64,21.394500468004463,6
P393852,Sapotaceae,Micropholis,guyanensis,95,64,2.422444964930308,7
P393852,Sapotaceae,Micropholis,guyanensis,95,64,-32.500095076716214,8
P393852,Sapotaceae,Micropholis,guyanensis,95,64,53.977602743279185,9
P393852,Sapotaceae,Micropholis,guyanensis,95,64,30.91350355230592,10
P393852,Sapotaceae,Micropholis,guyanensis,95,64,8.466371305845373,11
P926181,Sapotaceae,Micropholis,guyanensis,86,81,18.322963566290916,1
P926181,Sapotaceae,Micropholis,guyanensis,86,81,255.1353470777472,2
P926181,Sapotaceae,Micropholis,guyanensis,86,81,1.4118926597590504,3
P926181,Sapotaceae,Micropholis,guyanensis,86,81,0.021239281161640446,5
P926181,Sapotaceae,Micropholis,guyanensis,86,81,23.899167658257543,6
P926181,Sapotaceae,Micropholis,guyanensis,86,81,0.3770538304403672,7
P926181,Sapotaceae,Micropholis,guyanensis,86,81,-31.900545961147483,8
P926181,Sapotaceae,Micropholis,guyanensis,86,81,49.25606338649868,9
P926181,Sapotaceae,Micropholis,guyanensis,86,81,38.29321302470187,10
P926181,Sapotaceae,Micropholis,guyanensis,86,81,9.932169538542771,11
P470795,Sapotaceae,Micropholis,guyanensis,14,10,15.955861223752386,1
P470795,Sapotaceae,Micropholis,guyanensis,14,10,256.0527384778489,2
P470795,Sapotaceae,Micropholis,guyanensis,14,10,1.3744060136853913,3
P470795,Sapotaceae,Micropholis,guyanensis,14,10,0.018497995946124515,5
P470795,Sapotaceae,Micropholis,guyanensis,14,10,28.168018976958994,6
P470795,Sapotaceae,Micropholis,guyanensis,14,10,0.8405157504548868,7
P470795,Sapotaceae,Micropholis,guyanensis,14,10,-31.676150688750095,8
P470795,Sapotaceae,Micropholis,guyanensis,14,10,61.14029994012428,9
P470795,Sapotaceae,Micropholis,guyanensis,14,10,25.510033148578696,10
P470795,Sapotaceae,Micropholis,guyanensis,14,10,9.325263571044722,11
P408984,Sapotaceae,Micropholis,guyanensis,1,49,33.23716222130063,1
P408984,Sapotaceae,Micropholis,guyanensis,1,49,253.23538982176763,2
P408984,Sapotaceae,Micropholis,guyanensis,1,49,1.6952021066121117,3
P408984,Sapotaceae,Micropholis,guyanensis,1,49,0.02580988063404329,5
P408984,Sapotaceae,Micropholis,guyanensis,1,49,19.30812469016522,6
P408984,Sapotaceae,Micropholis,guyanensis,1,49,1.7629543701288892,7
P408984,Sapotaceae,Micropholis,guyanensis,1,49,-32.14911897059356,8
P408984,Sapotaceae,Micropholis,guyanensis,1,49,63.37883890924733,9
P408984,Sapotaceae,Micropholis,guyanensis,1,49,33.57059412684292,10
P408984,Sapotaceae,Micropholis,guyanensis,1,49,8.85213279657364,11
P855010,Sapotaceae,Micropholis,guyanensis,61,49,49.872240551500354,1
P855010,Sapotaceae,Micropholis,guyanensis,61,49,264.05520004854316,2
P855010,Sapotaceae,Micropholis,guyanensis,61,49,2.0618490740396433,3
P855010,Sapotaceae,Micropholis,guyanensis,61,49,0.02350098069316761,5
P855010,Sapotaceae,Micropholis,guyanensis,61,49,23.094056983551596,6
P855010,Sapotaceae,Micropholis,guyanensis,61,49,0.5004558457034698,7
P855010,Sapotaceae,Micropholis,guyanensis,61,49,-30.668894879815632,8
P855010,Sapotaceae,Micropholis,guyanensis,61,49,57.51622794914785,9
P855010,Sapotaceae,Micropholis,guyanensis,61,49,27.375864694086108,10
P855010,Sapotaceae,Micropholis,guyanensis,61,49,8.05465131277679,11
P809577,Sapotaceae,Micropholis,guyanensis,1,15,20.089183029346874,1
P809577,Sapotaceae,Micropholis,guyanensis,1,15,286.45118696562815,2
P809577,Sapotaceae,Micropholis,guyanensis,1,15,1.6111304764566412,3
P809577,Sapotaceae,Micropholis,guyanensis,1,15,0.02243680012087391,5
P809577,Sapotaceae,Micropholis,guyanensis,1,15,23.117870055800328,6
P809577,Sapotaceae,Micropholis,guyanensis,1,15,0.7479548624371392,7
P809577,Sapotaceae,Micropholis,guyanensis,1,15,-30.49504720519594,8
P809577,Sapotaceae,Micropholis,guyanensis,1,15,57.437635010378756,9
P809577,Sapotaceae,Micropholis,guyanensis,1,15,58.161286292662304,10
P809577,Sapotaceae,Micropholis,guyanensis,1,15,7.249290164259155,11
P692728,Sapotaceae,Micropholis,guyanensis,91,55,14.109206710988461,1
P692728,Sapotaceae,Micropholis,guyanensis,91,55,293.8419688103556,2
P692728,Sapotaceae,Micropholis,guyanensis,91,55,1.6016251902794456,3
P692728,Sapotaceae,Micropholis,guyanensis,91,55,0.024453001529148834,5
P692728,Sapotaceae,Micropholis,guyanensis,91,55,21.4702911598136,6
P692728,Sapotaceae,Micropholis,guyanensis,91,55,0.9279054046326302,7
P692728,Sapotaceae,Micropholis,guyanensis,91,55,-31.664303462129787,8
P692728,Sapotaceae,Micropholis,guyanensis,91,55,43.72661037291292,9
P692728,Sapotaceae,Micropholis,guyanensis,91,55,42.043697552459385,10
P692728,Sapotaceae,Micropholis,guyanensis,91,55,8.77089559832855,11
P782382,Sapotaceae,Micropholis,guyanensis,58,3,35.7478775851067,1
P782382,Sapotaceae,Micropholis,guyanensis,58,3,239.76309919051735,2
P782382,Sapotaceae,Micropholis,guyanensis,58,3,1.2266430157073007,3
P782382,Sapotaceae,Micropholis,guyanensis,58,3,0.02709133845849178,5
P782382,Sapotaceae,Micropholis,guyanensis,58,3,19.399738692354887,6
P782382,Sapotaceae,Micropholis,guyanensis,58,3,0.18818097448137272,7
P782382,Sapotaceae,Micropholis,guyanensis,58,3,-32.453759907926795,8
P782382,Sapotaceae,Micropholis,guyanensis,58,3,62.273851686880775,9
P782382,Sapotaceae,Micropholis,guyanensis,58,3,24.40938902466702,10
P782382,Sapotaceae,Micropholis,guyanensis,58,3,8.773748384467355,11
P556648,Sapotaceae,Micropholis,guyanensis,41,60,29.670357698710905,1
P556648,Sapotaceae,Micropholis,guyanensis,41,60,273.8667481352451,2
P556648,Sapotaceae,Micropholis,guyanensis,41,60,1.6283333435448255,3
P556648,Sapotaceae,Micropholis,guyanensis,41,60,0.02081961394568074,5
P556648,Sapotaceae,Micropholis,guyanensis,41,60,24.92480078258234,6
P556648,Sapotaceae,Micropholis,guyanensis,41,60,2.4492334483750193,7
P556648,Sapotaceae,Micropholis,guyanensis,41,60,-30.386973314167257,8
P556648,Sapotaceae,Micropholis,guyanensis,41,60,57.898914726694464,9
P556648,Sapotaceae,Micropholis,guyanensis,41,60,43.15008813269301,10
P556648,Sapotaceae,Micropholis,guyanensis,41,60,8.030323587493116,11
P222770,Sapotaceae,Micropholis,guyanensis,60,14,29.835175074345205,1
P222770,Sapotaceae,Micropholis,guyanensis,60,14,279.06012438722945,2
P222770,Sapotaceae,Micropholis,guyanensis,60,14,1.0214988106481042,3
P222770,Sapotaceae,Micropholis,guyanensis,60,14,0.02491578870410653,5
P222770,Sapotaceae,Micropholis,guyanensis,60,14,21.83641152453127,6
P222770,Sapotaceae,Micropholis,guyanensis,60,14,2.7208378029411606,7
P222770,Sapotaceae,Micropholis,guyanensis,60,14,-31.709221568249607,8
P222770,Sapotaceae,Micropholis,guyanensis,60,14,67.22800836498692,9
P222770,Sapotaceae,Micropholis,guyanensis,60,14,36.214372141008525,10
P222770,Sapotaceae,Micropholis,guyanensis,60,14,8.749222993517987,11
P802494,Sapotaceae,Micropholis,guyanensis,21,84,12.78499804207528,1
P802494,Sapotaceae,Micropholis,guyanensis,21,84,246.11732908267965,2
P802494,Sapotaceae,Micropholis,guyanensis,21,84,1.0684915886384123,3
P802494,Sapotaceae,Micropholis,guyanensis,21,84,0.024910718199698905,5
P802494,Sapotaceae,Micropholis,guyanensis,21,84,20.236391030826823,6
P802494,Sapotaceae,Micropholis,guyanensis,21,84,2.956944752636106,7
P802494,Sapotaceae,Micropholis,guyanensis,21,84,-33.60724691133343,8
P802494,Sapotaceae,Micropholis,guyanensis,21,84,53.45903832735335,9
P802494,Sapotaceae,Micropholis,guyanensis,21,84,53.79981286741674,10
P802494,Sapotaceae,Micropholis,guyanensis,21,84,11.138324959348287,11
P980277,Sapotaceae,Micropholis,guyanensis,20.5,64,23.0023893569201,1
P980277,Sapotaceae,Micropholis,guyanensis,20.5,64,292.23959474275244,2
P980277,Sapotaceae,Micropholis,guyanensis,20.5,64,1.849039288463502,3
P980277,Sapotaceae,Micropholis,guyanensis,20.5,64,0.018045306465949176,5
P980277,Sapotaceae,Micropholis,guyanensis,20.5,64,28.906025162685403,6
P980277,Sapotaceae,Micropholis,guyanensis,20.5,64,1.5626538160554326,7
P980277,Sapotaceae,Micropholis,guyanensis,20.5,64,-32.34018033806651,8
P980277,Sapotaceae,Micropholis,guyanensis,20.5,64,81.78957031281097,9
P980277,Sapotaceae,Micropholis,guyanensis,20.5,64,64.581676558194,10
P980277,Sapotaceae,Micropholis,guyanensis,20.5,64,8.072959477550063,11
P476469,Sapotaceae,Micropholis,guyanensis,0,72,36.98449909448013,1
P476469,Sapotaceae,Micropholis,guyanensis,0,72,262.4374479585714,2
P476469,Sapotaceae,Micropholis,guyanensis,0,72,1.5466511052067247,3
P476469,Sapotaceae,Micropholis,guyanensis,0,72,0.02399681265211353,5
P476469,Sapotaceae,Micropholis,guyanensis,0,72,22.418499837368,6
P476469,Sapotaceae,Micropholis,guyanensis,0,72,0.9504095484520888,7
P476469,Sapotaceae,Micropholis,guyanensis,0,72,-32.10763208311169,8
P476469,Sapotaceae,Micropholis,guyanensis,0,72,71.63961725682104,9
P476469,Sapotaceae,Micropholis,guyanensis,0,72,42.322045616684655,10
P476469,Sapotaceae,Micropholis,guyanensis,0,72,9.2089879471031,11
P174067,Sapotaceae,Micropholis,guyanensis,65,16,26.539866888188016,1
P174067,Sapotaceae,Micropholis,guyanensis,65,16,277.39972311235186,2
P174067,Sapotaceae,Micropholis,guyanensis,65,16,1.1961882761410187,3
P174067,Sapotaceae,Micropholis,guyanensis,65,16,0.023631128164472655,5
P174067,Sapotaceae,Micropholis,guyanensis,65,16,22.866551497739223,6
P174067,Sapotaceae,Micropholis,guyanensis,65,16,2.0559663466187565,7
P174067,Sapotaceae,Micropholis,guyanensis,65,16,-32.152893238872764,8
P174067,Sapotaceae,Micropholis,guyanensis,65,16,54.45328582987315,9
P174067,Sapotaceae,Micropholis,guyanensis,65,16,25.77123911045382,10
P174067,Sapotaceae,Micropholis,guyanensis,65,16,8.518439132269338,11
P915597,Sapotaceae,Micropholis,guyanensis,98.5,72.5,40.157312265045405,1
P915597,Sapotaceae,Micropholis,guyanensis,98.5,72.5,238.06017255322726,2
P915597,Sapotaceae,Micropholis,guyanensis,98.5,72.5,1.0138260864196333,3
P915597,Sapotaceae,Micropholis,guyanensis,98.5,72.5,0.020744599847029248,5
P915597,Sapotaceae,Micropholis,guyanensis,98.5,72.5,24.248600943143092,6
P915597,Sapotaceae,Micropholis,guyanensis,98.5,72.5,2.6210897929788257,7
P915597,Sapotaceae,Micropholis,guyanensis,98.5,72.5,-32.552311107893885,8
P915597,Sapotaceae,Micropholis,guyanensis,98.5,72.5,50.29842386539977,9
P915597,Sapotaceae,Micropholis,guyanensis,98.5,72.5,21.163362382088433,10
P915597,Sapotaceae,Micropholis,guyanensis,98.5,72.5,9.07499186107702,11
P938110,Sapotaceae,Micropholis,guyanensis,10.5,47,27.515653753379166,1
P938110,Sapotaceae,Micropholis,guyanensis,10.5,47,257.1135176186811,2
P938110,Sapotaceae,Micropholis,guyanensis,10.5,47,1.8498631533160637,3
P938110,Sapotaceae,Micropholis,guyanensis,10.5,47,0.022221238745739013,5
P938110,Sapotaceae,Micropholis,guyanensis,10.5,47,22.464347960367036,6
P938110,Sapotaceae,Micropholis,guyanensis,10.5,47,3.214058192037849,7
P938110,Sapotaceae,Micropholis,guyanensis,10.5,47,-32.83193976398564,8
P938110,Sapotaceae,Micropholis,guyanensis,10.5,47,58.93614420854231,9
P938110,Sapotaceae,Micropholis,guyanensis,10.5,47,34.93262577320935,10
P938110,Sapotaceae,Micropholis,guyanensis,10.5,47,9.99930141401847,11
P324387,Sapotaceae,Micropholis,guyanensis,74,92,32.095999150771085,1
P324387,Sapotaceae,Micropholis,guyanensis,74,92,258.235981233905,2
P324387,Sapotaceae,Micropholis,guyanensis,74,92,1.4982980033067361,3
P324387,Sapotaceae,Micropholis,guyanensis,74,92,0.02159259255426082,5
P324387,Sapotaceae,Micropholis,guyanensis,74,92,24.43224289987262,6
P324387,Sapotaceae,Micropholis,guyanensis,74,92,2.845301473588381,7
P324387,Sapotaceae,Micropholis,guyanensis,74,92,-31.215837223407085,8
P324387,Sapotaceae,Micropholis,guyanensis,74,92,71.916797753927,9
P324387,Sapotaceae,Micropholis,guyanensis,74,92,43.241064244960036,10
P324387,Sapotaceae,Micropholis,guyanensis,74,92,8.15837376546005,11
P532234,Sapotaceae,Micropholis,guyanensis,96,66,12.887825917341802,1
P532234,Sapotaceae,Micropholis,guyanensis,96,66,257.44683217228845,2
P532234,Sapotaceae,Micropholis,guyanensis,96,66,1.0677188857867492,3
P532234,Sapotaceae,Micropholis,guyanensis,96,66,0.0246912368254548,5
P532234,Sapotaceae,Micropholis,guyanensis,96,66,21.498644669423687,6
P532234,Sapotaceae,Micropholis,guyanensis,96,66,1.63175807580417,7
P532234,Sapotaceae,Micropholis,guyanensis,96,66,-33.36488465391647,8
P532234,Sapotaceae,Micropholis,guyanensis,96,66,54.51483145368496,9
P532234,Sapotaceae,Micropholis,guyanensis,96,66,49.69073456935442,10
P532234,Sapotaceae,Micropholis,guyanensis,96,66,11.235721595091405,11
P255746,Sapotaceae,Micropholis,guyanensis,67,42,21.248331172409376,1
P255746,Sapotaceae,Micropholis,guyanensis,67,42,229.45765614274882,2
P255746,Sapotaceae,Micropholis,guyanensis,67,42,1.1325621149946923,3
P255746,Sapotaceae,Micropholis,guyanensis,67,42,0.023134005501174896,5
P255746,Sapotaceae,Micropholis,guyanensis,67,42,23.265176616177914,6
P255746,Sapotaceae,Micropholis,guyanensis,67,42,1.595704095690493,7
P255746,Sapotaceae,Micropholis,guyanensis,67,42,-32.35230666384331,8
P255746,Sapotaceae,Micropholis,guyanensis,67,42,63.43268902331575,9
P255746,Sapotaceae,Micropholis,guyanensis,67,42,27.493725510551563,10
P255746,Sapotaceae,Micropholis,guyanensis,67,42,8.717084743377383,11
P126778,Sapotaceae,Micropholis,guyanensis,11,66,39.6574889040858,1
P126778,Sapotaceae,Micropholis,guyanensis,11,66,243.034975146283,2
P126778,Sapotaceae,Micropholis,guyanensis,11,66,1.674153166017502,3
P126778,Sapotaceae,Micropholis,guyanensis,11,66,0.023318892488527674,5
P126778,Sapotaceae,Micropholis,guyanensis,11,66,21.271811159231415,6
P126778,Sapotaceae,Micropholis,guyanensis,11,66,1.3230274419333472,7
P126778,Sapotaceae,Micropholis,guyanensis,11,66,-32.09305213621074,8
P126778,Sapotaceae,Micropholis,guyanensis,11,66,59.815876648605474,9
P126778,Sapotaceae,Micropholis,guyanensis,11,66,27.199636430968745,10
P126778,Sapotaceae,Micropholis,guyanensis,11,66,8.64312281353241,11
P579955,Sapotaceae,Micropholis,guyanensis,96,89,13.854481307814723,1
P579955,Sapotaceae,Micropholis,guyanensis,96,89,219.50760979179012,2
P579955,Sapotaceae,Micropholis,guyanensis,96,89,1.1212667154646276,3
P579955,Sapotaceae,Micropholis,guyanensis,96,89,0.020375912222621095,5
P579955,Sapotaceae,Micropholis,guyanensis,96,89,25.70530346819168,6
P579955,Sapotaceae,Micropholis,guyanensis,96,89,1.3073232840991682,7
P579955,Sapotaceae,Micropholis,guyanensis,96,89,-33.765097257700695,8
P579955,Sapotaceae,Micropholis,guyanensis,96,89,61.83071784125695,9
P579955,Sapotaceae,Micropholis,guyanensis,96,89,26.794672288443703,10
P579955,Sapotaceae,Micropholis,guyanensis,96,89,10.941582133218242,11
P602861,Sapotaceae,Micropholis,guyanensis,51,58,35.9605331582642,1
P602861,Sapotaceae,Micropholis,guyanensis,51,58,270.81970483553084,2
P602861,Sapotaceae,Micropholis,guyanensis,51,58,1.4369303384581282,3
P602861,Sapotaceae,Micropholis,guyanensis,51,58,0.018715730897888826,5
P602861,Sapotaceae,Micropholis,guyanensis,51,58,28.163234952443148,6
P602861,Sapotaceae,Micropholis,guyanensis,51,58,1.137657774133777,7
P602861,Sapotaceae,Micropholis,guyanensis,51,58,-30.943199453341865,8
P602861,Sapotaceae,Micropholis,guyanensis,51,58,84.36208009712719,9
P602861,Sapotaceae,Micropholis,guyanensis,51,58,40.27147439638642,10
P602861,Sapotaceae,Micropholis,guyanensis,51,58,7.9391914176763665,11
P122511,Sapotaceae,Micropholis,guyanensis,59,78,10.611606521799382,1
P122511,Sapotaceae,Micropholis,guyanensis,59,78,271.4592672864194,2
P122511,Sapotaceae,Micropholis,guyanensis,59,78,1.4719007098397834,3
P122511,Sapotaceae,Micropholis,guyanensis,59,78,0.02396092425355194,5
P122511,Sapotaceae,Micropholis,guyanensis,59,78,21.536631587255425,6
P122511,Sapotaceae,Micropholis,guyanensis,59,78,1.6017886456344081,7
P122511,Sapotaceae,Micropholis,guyanensis,59,78,-33.30338547198689,8
P122511,Sapotaceae,Micropholis,guyanensis,59,78,54.32488865595417,9
P122511,Sapotaceae,Micropholis,guyanensis,59,78,78.10476946367179,10
P122511,Sapotaceae,Micropholis,guyanensis,59,78,9.686695763349313,11
